Row Labels,Number_of_assigned_group,BUSINESS_COMPLETION_HRS
IN10232038,1,139.33
IN10240040,1,139.37
IN10172396,3,139.4
IN10203427,1,139.4
IN10117915,1,139.41
IN10210013,1,139.43
IN10122793,4,139.45
IN10134156,2,139.45
IN10165134,1,139.45
IN10057250,1,139.46
IN10061215,1,139.46
IN10077211,4,139.48
IN10118377,1,139.52
IN10052470,2,139.57
IN10233249,1,139.57
IN10238099,1,139.57
IN10161821,2,139.59
IN10129011,2,139.6
IN10164285,1,139.64
IN10178803,1,139.64
IN10182910,2,139.65
IN10074108,1,139.67
IN10172689,3,139.67
IN10126105,2,139.68
IN10127715,3,139.68
IN10177569,1,139.68
IN10100218,1,139.7
IN10262009,1,139.7
IN10102902,1,139.72
IN10192808,1,139.73
IN10192889,1,139.82
IN10090897,3,139.85
IN10155364,1,139.85
IN10162467,3,139.87
IN10103575,1,139.88
IN10187573,1,139.88
IN10225558,1,139.88
IN10132591,1,139.9
IN10181915,6,139.93
IN10218578,2,139.93
IN10080927,1,139.95
IN10180325,5,139.95
IN10158223,3,139.97
IN10188769,1,139.97
IN10199808,2,139.97
IN10040059,1,140
IN10047648,2,140
IN10077900,1,140
IN10078882,1,140
IN10095884,1,140
IN10112119,1,140
IN10117503,2,140
IN10128536,4,140
IN10140571,2,140
IN10146356,3,140
IN10147104,2,140
IN10149291,1,140
IN10154616,3,140
IN10158670,2,140
IN10164091,3,140
IN10167326,2,140
IN10175177,1,140
IN10216033,1,140
IN10227898,1,140
IN10237141,1,140
IN10248095,1,140
IN10248096,1,140
IN10253188,2,140
IN10255483,1,140
IN10217781,1,140.03
IN10138105,3,140.05
IN10176010,2,140.05
IN10181522,1,140.05
IN10079821,1,140.06
IN10170916,6,140.06
IN10146216,4,140.08
IN10070710,1,140.09
IN10129062,1,140.1
IN10056761,1,140.11
IN10074640,2,140.13
IN10114710,1,140.16
IN10216779,3,140.17
IN10150423,2,140.18
IN10095745,1,140.2
IN10064858,3,140.25
IN10077586,1,140.25
IN10216410,1,140.28
IN10211376,2,140.29
IN10123706,1,140.3
IN10222985,1,140.3
IN10098763,1,140.32
IN10114436,2,140.33
IN10140576,3,140.33
IN10178415,1,140.34
IN10134054,1,140.36
IN10148970,1,140.37
IN10221662,1,140.37
IN10044850,3,140.38
IN10032686,1,140.4
IN10235672,1,140.4
IN10050142,2,140.41
IN10063140,1,140.42
IN10042353,1,140.44
IN10232662,1,140.45
IN10166425,1,140.46
IN10033192,1,140.47
IN10077159,2,140.47
IN10139952,2,140.47
IN10158645,1,140.47
IN10083834,7,140.48
IN10139948,2,140.48
IN10130442,1,140.49
IN10215330,1,140.5
IN10260349,1,140.5
IN10258403,1,140.51
IN10110915,3,140.52
IN10126876,1,140.52
IN10223257,2,140.53
IN10228422,2,140.55
IN10118826,2,140.56
IN10123396,3,140.57
IN10159851,1,140.57
IN10057097,1,140.6
IN10090800,1,140.6
IN10211841,2,140.63
IN10236017,1,140.63
IN10259684,1,140.63
IN10245270,3,140.64
IN10048880,2,140.65
IN10134954,1,140.65
IN10191538,1,140.66
IN10115312,3,140.67
IN10171260,2,140.67
IN10044745,4,140.7
IN10083297,1,140.72
IN10088729,3,140.73
IN10126450,1,140.76
IN10157431,2,140.77
IN10140459,2,140.78
IN10140463,2,140.78
IN10216694,4,140.78
IN10140473,3,140.8
IN10235529,1,140.8
IN10119503,2,140.82
IN10111656,1,140.85
IN10118537,1,140.85
IN10139674,2,140.85
IN10191554,1,140.85
IN10074873,1,140.87
IN10092867,3,140.87
IN10139664,2,140.87
IN10131781,3,140.88
IN10144463,2,140.88
IN10141856,2,140.91
IN10151821,1,140.92
IN10183731,2,140.92
IN10168710,1,140.94
IN10139955,2,140.95
IN10083433,4,140.97
IN10085850,2,140.98
IN10216642,3,141
IN10253684,1,141.02
IN10109273,3,141.03
IN10201785,2,141.03
IN10175221,2,141.05
IN10175222,2,141.05
IN10208703,1,141.05
IN10113012,2,141.07
IN10250256,1,141.07
IN10082058,2,141.08
IN10188262,1,141.08
IN10095703,1,141.1
IN10217118,3,141.12
IN10035676,1,141.13
IN10170325,1,141.15
IN10069245,1,141.17
IN10113916,1,141.17
IN10180706,1,141.17
IN10088704,2,141.18
IN10039599,1,141.22
IN10096030,1,141.23
IN10099294,3,141.23
IN10064861,3,141.27
IN10190592,4,141.27
IN10028800,1,141.28
IN10051419,2,141.3
IN10158161,3,141.3
IN10162452,1,141.3
IN10055918,1,141.32
IN10232083,1,141.32
IN10076267,1,141.35
IN10189726,1,141.35
IN10135686,1,141.36
IN10052503,4,141.37
IN10249765,1,141.37
IN10116450,5,141.38
IN10139829,1,141.39
IN10057523,1,141.4
IN10072097,3,141.4
IN10214445,1,141.42
IN10081651,1,141.43
IN10199453,2,141.43
IN10069145,1,141.44
IN10081633,1,141.45
IN10122877,2,141.45
IN10247902,1,141.45
IN10222959,1,141.47
IN10139657,1,141.48
IN10230577,4,141.48
IN10111791,1,141.49
IN10042892,1,141.5
IN10141088,1,141.5
IN10178779,1,141.5
IN10080939,2,141.52
IN10051873,7,141.53
IN10148445,2,141.53
IN10181811,2,141.53
IN10201782,1,141.53
IN10062421,1,141.57
IN10183627,1,141.58
IN10053299,1,141.6
IN10081032,1,141.6
IN10126068,1,141.62
IN10169919,1,141.62
IN10193769,1,141.66
IN10116775,1,141.68
IN10259849,2,141.71
IN10117362,4,141.72
IN10213084,4,141.73
IN10136834,4,141.75
IN10123938,1,141.76
IN10065372,4,141.79
IN10201842,4,141.8
IN10031474,1,141.81
IN10238221,1,141.83
IN10046838,1,141.85
IN10046974,1,141.85
IN10035326,1,141.87
IN10197915,1,141.87
IN10105948,1,141.88
IN10053408,2,141.9
IN10056053,2,141.9
IN10044705,1,141.92
IN10110207,1,141.92
IN10160023,1,141.92
IN10170734,4,141.92
IN10131002,5,141.93
IN10160021,1,141.94
IN10072440,2,141.97
IN10204474,1,141.97
IN10132546,1,142.02
IN10200168,1,142.03
IN10179195,1,142.05
IN10121382,2,142.07
IN10153208,2,142.07
IN10188298,1,142.07
IN10068930,2,142.1
IN10114064,1,142.11
IN10117110,4,142.11
IN10149263,1,142.13
IN10262505,1,142.13
IN10150558,1,142.17
IN10205914,1,142.17
IN10044393,3,142.18
IN10158278,2,142.18
IN10254741,3,142.18
IN10076518,4,142.2
IN10132542,2,142.2
IN10232190,1,142.2
IN10059758,1,142.22
IN10059742,1,142.23
IN10065950,5,142.23
IN10182414,3,142.23
IN10059747,1,142.25
IN10087591,2,142.25
IN10094180,1,142.25
IN10119637,1,142.25
IN10068608,1,142.26
IN10089685,1,142.27
IN10041538,1,142.28
IN10115158,1,142.28
IN10180400,1,142.28
IN10179242,3,142.31
IN10058194,5,142.32
IN10110926,3,142.32
IN10046495,5,142.33
IN10048921,1,142.33
IN10099510,1,142.33
IN10102558,2,142.33
IN10138018,2,142.33
IN10156153,3,142.33
IN10158418,1,142.33
IN10033237,1,142.34
IN10137994,2,142.35
IN10150435,1,142.35
IN10162267,1,142.35
IN10030356,3,142.36
IN10066178,2,142.37
IN10070881,1,142.37
IN10189479,1,142.37
IN10257779,2,142.37
IN10051103,1,142.38
IN10151554,1,142.38
IN10031476,1,142.39
IN10058831,1,142.4
IN10079518,2,142.4
IN10103938,1,142.4
IN10073436,2,142.43
IN10077748,1,142.43
IN10168631,1,142.43
IN10059493,2,142.45
IN10096327,1,142.45
IN10126060,1,142.47
IN10078004,4,142.48
IN10125631,2,142.49
IN10132032,1,142.5
IN10070933,2,142.52
IN10132082,1,142.53
IN10055612,1,142.55
IN10184683,1,142.55
IN10135035,2,142.56
IN10037195,3,142.57
IN10138261,1,142.57
IN10084843,2,142.58
IN10063712,1,142.6
IN10126445,1,142.6
IN10154884,1,142.6
IN10233463,1,142.6
IN10126565,2,142.61
IN10073685,2,142.62
IN10224770,2,142.62
IN10254506,1,142.62
IN10047042,1,142.63
IN10068679,2,142.63
IN10088166,2,142.63
IN10125954,4,142.63
IN10254505,1,142.63
IN10146457,2,142.65
IN10222805,2,142.67
IN10229530,2,142.67
IN10098155,1,142.68
IN10121399,1,142.68
IN10070045,2,142.69
IN10101557,1,142.7
IN10241249,3,142.7
IN10129515,1,142.72
IN10139449,2,142.72
IN10147464,2,142.72
IN10077237,1,142.73
IN10213081,1,142.73
IN10233462,1,142.74
IN10236707,2,142.77
IN10062734,1,142.78
IN10229531,2,142.78
IN10137499,3,142.8
IN10178280,1,142.8
IN10150787,1,142.82
IN10167152,2,142.82
IN10139577,5,142.85
IN10066717,2,142.87
IN10125426,1,142.87
IN10102782,1,142.88
IN10125433,1,142.88
IN10138195,2,142.93
IN10152669,1,142.95
IN10217705,1,142.97
IN10034528,1,142.98
IN10152136,1,142.98
IN10239921,1,142.98
IN10057730,1,143
IN10241257,1,143.03
IN10044738,3,143.04
IN10065102,3,143.04
IN10056255,2,143.05
IN10138222,1,143.05
IN10164083,1,143.05
IN10183671,2,143.05
IN10097897,1,143.07
IN10065100,3,143.08
IN10199396,1,143.08
IN10031351,2,143.09
IN10073162,4,143.1
IN10123718,1,143.1
IN10141144,2,143.1
IN10169520,2,143.1
IN10061541,2,143.12
IN10167110,4,143.12
IN10141123,2,143.15
IN10130160,1,143.2
IN10256286,2,143.2
IN10185706,2,143.22
IN10172350,1,143.23
IN10107344,2,143.24
IN10098998,3,143.28
IN10030683,1,143.3
IN10233612,1,143.31
IN10081982,1,143.35
IN10040958,1,143.37
IN10170432,1,143.37
IN10188391,3,143.37
IN10215462,1,143.37
IN10101583,2,143.4
IN10228475,2,143.4
IN10256060,3,143.4
IN10180105,1,143.42
IN10048416,3,143.43
IN10212080,1,143.45
IN10097905,2,143.47
IN10167471,1,143.47
IN10191068,1,143.47
IN10059366,1,143.48
IN10233141,1,143.49
IN10039546,1,143.5
IN10074575,4,143.5
IN10031247,1,143.52
IN10046809,2,143.52
IN10092472,2,143.52
IN10108707,2,143.52
IN10097678,1,143.55
IN10135855,4,143.55
IN10080919,1,143.57
IN10128402,2,143.57
IN10060329,3,143.58
IN10110291,2,143.59
IN10056611,5,143.6
IN10058691,1,143.6
IN10165269,2,143.6
IN10172605,3,143.6
IN10213563,1,143.6
IN10221853,1,143.61
IN10232698,1,143.61
IN10058421,3,143.62
IN10096524,3,143.62
IN10072259,1,143.63
IN10110287,2,143.64
IN10044589,4,143.65
IN10085646,2,143.65
IN10231165,1,143.67
IN10177361,1,143.68
IN10212015,1,143.68
IN10074233,3,143.69
IN10159006,1,143.7
IN10159007,1,143.7
IN10044700,2,143.73
IN10140559,4,143.73
IN10099609,1,143.75
IN10233858,1,143.75
IN10259461,2,143.75
IN10168268,1,143.76
IN10065546,2,143.79
IN10198030,3,143.81
IN10114433,1,143.82
IN10142677,4,143.84
IN10070812,2,143.85
IN10082483,1,143.85
IN10227275,4,143.85
IN10082183,3,143.87
IN10101268,6,143.87
IN10115066,1,143.87
IN10056210,1,143.88
IN10191434,1,143.9
IN10242400,1,143.9
IN10071366,1,143.92
IN10077170,1,143.92
IN10232590,1,143.93
IN10073424,1,143.95
IN10117220,1,143.95
IN10227018,1,143.95
IN10128347,3,143.97
IN10039595,1,144
IN10156425,1,144
IN10089124,1,144.03
IN10122632,1,144.07
IN10171055,1,144.07
IN10249288,1,144.07
IN10251937,5,144.08
IN10059340,1,144.1
IN10039363,1,144.12
IN10160641,1,144.13
IN10249533,1,144.13
IN10109277,1,144.15
IN10080210,1,144.17
IN10150428,1,144.18
IN10107499,1,144.2
IN10168990,1,144.21
IN10141215,2,144.22
IN10062428,5,144.23
IN10165988,2,144.25
IN10066852,3,144.27
IN10165986,2,144.27
IN10042064,1,144.28
IN10133854,2,144.28
IN10030348,1,144.29
IN10078036,1,144.3
IN10080606,1,144.3
IN10213241,4,144.31
IN10046589,2,144.32
IN10091929,6,144.32
IN10180272,1,144.34
IN10084625,1,144.35
IN10107677,1,144.35
IN10117164,1,144.35
IN10235623,1,144.35
IN10189704,1,144.36
IN10169740,2,144.37
IN10033126,1,144.4
IN10041404,3,144.4
IN10057323,1,144.4
IN10074166,2,144.4
IN10118857,1,144.4
IN10137447,1,144.4
IN10096161,3,144.43
IN10127338,2,144.45
IN10251978,1,144.46
IN10050397,1,144.5
IN10114863,1,144.5
IN10046622,3,144.52
IN10059365,4,144.52
IN10066809,1,144.52
IN10245660,1,144.52
IN10031522,1,144.53
IN10137782,1,144.55
IN10251151,1,144.57
IN10064878,1,144.59
IN10100933,2,144.6
IN10104137,3,144.6
IN10162700,5,144.6
IN10053917,1,144.62
IN10152359,2,144.62
IN10162412,1,144.62
IN10097399,1,144.63
IN10097393,1,144.65
IN10106175,1,144.65
IN10221304,1,144.65
IN10238198,1,144.65
IN10249809,3,144.65
IN10128962,1,144.67
IN10143651,3,144.67
IN10035701,2,144.68
IN10041675,7,144.68
IN10036859,1,144.7
IN10046180,2,144.73
IN10204258,1,144.73
IN10054933,1,144.75
IN10060713,2,144.75
IN10165191,1,144.75
IN10168364,3,144.75
IN10049654,1,144.77
IN10131524,1,144.77
IN10128249,3,144.78
IN10165009,1,144.78
IN10245719,1,144.78
IN10074413,1,144.8
IN10110317,1,144.8
IN10193042,1,144.8
IN10233257,1,144.81
IN10064333,2,144.82
IN10152166,1,144.82
IN10168511,1,144.83
IN10058311,3,144.85
IN10107402,1,144.86
IN10109234,4,144.86
IN10136542,1,144.87
IN10250906,1,144.87
IN10109609,1,144.88
IN10034370,1,144.89
IN10219948,1,144.89
IN10244527,1,144.9
IN10114125,1,144.92
IN10136611,1,144.92
IN10221278,1,144.92
IN10190137,3,144.96
IN10150750,1,144.98
IN10150751,1,144.98
IN10164562,1,144.98
IN10105243,5,145.03
IN10181852,1,145.05
IN10221274,8,145.05
IN10103994,2,145.07
IN10142580,2,145.07
IN10242581,1,145.07
IN10038468,2,145.08
IN10040392,1,145.08
IN10138866,2,145.08
IN10044652,1,145.1
IN10087107,1,145.1
IN10096617,7,145.1
IN10101690,1,145.1
IN10104915,2,145.1
IN10240725,1,145.1
IN10261210,2,145.1
IN10042458,1,145.12
IN10133730,2,145.12
IN10043441,3,145.13
IN10055847,1,145.13
IN10204249,1,145.13
IN10037343,2,145.15
IN10045713,1,145.15
IN10063719,2,145.15
IN10073136,1,145.15
IN10118251,2,145.16
IN10189966,3,145.18
IN10168621,3,145.2
IN10180718,2,145.22
IN10180720,2,145.22
IN10216215,2,145.22
IN10043374,2,145.23
IN10044719,5,145.23
IN10057100,2,145.23
IN10134049,3,145.23
IN10034208,3,145.25
IN10108868,4,145.25
IN10151979,2,145.25
IN10220751,2,145.26
IN10147969,1,145.27
IN10039063,1,145.3
IN10070742,5,145.3
IN10122145,1,145.3
IN10087030,2,145.32
IN10099467,1,145.32
IN10060438,7,145.33
IN10077763,1,145.33
IN10154072,1,145.33
IN10035911,5,145.34
IN10075860,3,145.35
IN10099551,1,145.35
IN10153053,5,145.35
IN10250522,1,145.35
IN10254895,2,145.35
IN10207922,1,145.36
IN10042155,1,145.37
IN10071130,1,145.37
IN10151192,5,145.37
IN10052794,2,145.38
IN10137422,1,145.41
IN10169967,2,145.42
IN10191926,2,145.42
IN10197750,1,145.42
IN10212555,4,145.42
IN10069352,1,145.44
IN10261244,1,145.45
IN10080898,3,145.47
IN10139643,2,145.47
IN10199432,1,145.47
IN10193854,1,145.5
IN10057295,1,145.53
IN10099128,3,145.53
IN10083103,1,145.55
IN10174648,2,145.55
IN10189748,1,145.55
IN10212376,1,145.55
IN10045909,2,145.56
IN10146876,2,145.57
IN10195777,3,145.57
IN10057446,1,145.58
IN10118695,3,145.58
IN10070079,2,145.61
IN10106806,2,145.61
IN10178470,2,145.62
IN10234474,2,145.64
IN10227278,1,145.65
IN10166637,2,145.67
IN10239390,1,145.67
IN10029761,4,145.68
IN10067896,1,145.7
IN10122743,2,145.7
IN10147490,1,145.71
IN10057111,1,145.72
IN10105720,5,145.72
IN10149448,1,145.72
IN10038327,3,145.73
IN10030908,1,145.75
IN10173321,1,145.77
IN10204336,2,145.77
IN10063815,3,145.79
IN10094050,3,145.8
IN10129777,1,145.8
IN10157845,1,145.8
IN10243267,2,145.82
IN10063049,2,145.83
IN10117751,1,145.84
IN10132074,1,145.85
IN10127998,2,145.86
IN10118073,1,145.89
IN10232721,3,145.9
IN10094330,1,145.91
IN10057175,2,145.92
IN10165335,3,145.92
IN10146969,1,145.98
IN10149875,3,146
IN10156279,1,146
IN10044770,5,146.03
IN10115993,1,146.03
IN10117938,1,146.05
IN10065777,1,146.06
IN10057631,3,146.07
IN10144145,1,146.07
IN10145068,1,146.07
IN10202818,4,146.08
IN10233586,3,146.09
IN10054756,1,146.1
IN10077372,4,146.1
IN10094713,1,146.1
IN10042104,4,146.12
IN10078223,1,146.12
IN10252726,2,146.12
IN10162334,1,146.13
IN10172299,1,146.13
IN10177566,1,146.15
IN10218077,1,146.15
IN10104698,5,146.16
IN10129583,2,146.16
IN10182139,6,146.17
IN10190589,1,146.17
IN10113080,1,146.19
IN10042059,1,146.2
IN10090651,1,146.2
IN10111402,1,146.22
IN10112793,1,146.23
IN10067346,5,146.25
IN10075626,2,146.25
IN10076876,2,146.25
IN10157832,3,146.27
IN10062362,2,146.29
IN10029196,2,146.3
IN10038804,3,146.3
IN10047561,1,146.3
IN10056654,1,146.3
IN10078936,1,146.3
IN10046250,1,146.31
IN10046248,3,146.32
IN10046279,1,146.32
IN10091593,2,146.32
IN10100392,1,146.32
IN10153529,1,146.33
IN10163382,1,146.33
IN10201320,2,146.33
IN10071266,3,146.34
IN10102563,1,146.35
IN10212153,1,146.35
IN10169330,1,146.37
IN10261140,1,146.37
IN10179545,3,146.38
IN10056400,2,146.4
IN10075622,1,146.4
IN10053918,4,146.42
IN10058581,1,146.42
IN10072462,1,146.42
IN10094391,1,146.42
IN10140354,2,146.42
IN10133387,2,146.43
IN10169331,1,146.43
IN10241488,3,146.45
IN10066584,1,146.46
IN10110261,3,146.46
IN10057293,2,146.47
IN10149399,1,146.47
IN10057690,1,146.48
IN10176458,1,146.48
IN10178871,2,146.48
IN10184099,1,146.48
IN10187665,1,146.48
IN10099562,1,146.53
IN10143297,2,146.53
IN10146488,1,146.53
IN10150585,2,146.54
IN10118053,1,146.55
IN10085903,1,146.56
IN10137394,1,146.56
IN10125570,1,146.57
IN10231964,1,146.57
IN10073123,5,146.59
IN10164302,3,146.6
IN10168543,1,146.6
IN10178237,1,146.6
IN10239909,5,146.6
IN10078012,3,146.63
IN10046718,2,146.65
IN10072095,2,146.65
IN10098358,4,146.67
IN10123018,4,146.68
IN10197065,1,146.68
IN10230128,2,146.68
IN10083716,3,146.7
IN10236895,1,146.7
IN10125303,1,146.73
IN10056014,2,146.75
IN10101363,1,146.75
IN10134413,1,146.75
IN10139465,2,146.75
IN10144808,1,146.75
IN10108562,2,146.76
IN10154819,1,146.77
IN10066563,4,146.78
IN10068818,3,146.8
IN10092426,5,146.82
IN10134120,1,146.83
IN10228919,2,146.83
IN10165563,1,146.85
IN10128359,1,146.88
IN10144663,1,146.88
IN10056336,3,146.89
IN10079542,2,146.9
IN10066900,2,146.92
IN10044693,3,146.93
IN10195676,1,146.93
IN10097985,1,146.95
IN10125192,1,146.97
IN10208946,3,146.97
IN10046989,1,146.98
IN10154978,3,146.98
IN10089944,1,146.99
IN10030042,1,147
IN10068941,1,147
IN10258557,1,147
IN10148738,1,147.01
IN10041041,1,147.03
IN10072735,1,147.03
IN10078855,2,147.03
IN10213155,2,147.03
IN10242571,5,147.03
IN10164389,1,147.05
IN10201851,2,147.05
IN10042042,1,147.07
IN10129847,1,147.07
IN10164604,1,147.08
IN10242470,4,147.08
IN10151498,1,147.1
IN10080049,2,147.12
IN10152509,1,147.12
IN10164346,1,147.12
IN10250172,2,147.15
IN10105903,1,147.17
IN10130455,1,147.2
IN10168006,3,147.2
IN10175468,1,147.2
IN10212657,1,147.2
IN10094575,3,147.23
IN10236118,1,147.24
IN10064084,4,147.25
IN10067156,3,147.25
IN10177492,2,147.25
IN10038256,1,147.26
IN10090206,1,147.3
IN10236116,1,147.3
IN10140020,1,147.33
IN10154634,1,147.33
IN10072435,1,147.35
IN10138822,6,147.37
IN10102689,2,147.4
IN10109608,1,147.4
IN10222952,1,147.4
IN10194253,2,147.42
IN10194279,2,147.42
IN10233508,1,147.42
IN10069305,2,147.43
IN10162409,3,147.43
IN10139891,2,147.44
IN10109076,3,147.45
IN10123206,1,147.45
IN10211073,1,147.45
IN10216988,4,147.45
IN10133929,2,147.48
IN10070328,6,147.5
IN10128292,1,147.51
IN10213640,4,147.52
IN10251220,2,147.53
IN10197322,2,147.54
IN10037266,1,147.55
IN10043219,1,147.55
IN10104238,2,147.55
IN10147098,3,147.57
IN10091779,1,147.59
IN10132529,1,147.59
IN10165037,1,147.59
IN10054242,2,147.6
IN10239217,3,147.6
IN10147515,2,147.61
IN10083882,2,147.62
IN10138619,1,147.63
IN10108232,1,147.64
IN10144097,1,147.64
IN10233956,1,147.65
IN10162405,3,147.67
IN10238410,2,147.67
IN10041364,2,147.68
IN10234358,2,147.68
IN10108984,2,147.69
IN10043188,1,147.7
IN10168904,1,147.7
IN10075011,2,147.72
IN10111904,1,147.73
IN10109566,3,147.75
IN10204268,1,147.75
IN10047955,2,147.77
IN10229051,1,147.77
IN10033465,1,147.8
IN10033234,2,147.82
IN10114644,1,147.82
IN10126467,2,147.82
IN10046088,1,147.83
IN10068881,7,147.83
IN10152990,2,147.84
IN10030085,6,147.87
IN10038557,2,147.87
IN10079424,4,147.87
IN10178900,1,147.88
IN10061898,1,147.9
IN10151799,1,147.91
IN10175462,1,147.93
IN10208744,1,147.93
IN10221358,1,147.93
IN10248817,1,147.93
IN10059704,1,147.94
IN10155266,1,147.95
IN10155268,1,147.95
IN10058596,1,147.98
IN10212242,1,147.98
IN10076327,2,148.02
IN10127549,1,148.02
IN10057685,1,148.05
IN10061628,1,148.05
IN10148430,1,148.05
IN10239223,1,148.05
IN10180126,1,148.07
IN10084561,1,148.1
IN10087999,1,148.1
IN10217711,1,148.1
IN10029881,2,148.13
IN10071056,1,148.14
IN10098302,1,148.15
IN10100596,1,148.2
IN10249509,3,148.2
IN10101827,1,148.23
IN10078978,1,148.25
IN10098558,2,148.27
IN10070504,5,148.3
IN10152650,3,148.3
IN10049616,1,148.32
IN10186682,1,148.32
IN10238441,2,148.32
IN10193786,1,148.33
IN10226849,2,148.33
IN10085901,4,148.34
IN10176719,1,148.34
IN10229601,5,148.35
IN10059037,1,148.36
IN10104739,1,148.36
IN10033094,2,148.37
IN10074103,1,148.37
IN10121598,2,148.37
IN10228326,1,148.37
IN10237449,1,148.38
IN10181377,3,148.4
IN10056218,1,148.42
IN10043151,2,148.43
IN10168650,1,148.45
IN10051603,2,148.46
IN10041573,1,148.47
IN10096162,1,148.47
IN10160888,2,148.48
IN10197679,1,148.48
IN10197043,1,148.49
IN10044629,3,148.5
IN10035995,2,148.52
IN10047997,1,148.52
IN10075691,2,148.52
IN10238304,1,148.52
IN10247826,1,148.53
IN10247828,1,148.53
IN10234959,1,148.54
IN10075775,2,148.55
IN10078917,2,148.55
IN10133289,1,148.55
IN10176957,1,148.55
IN10053558,1,148.57
IN10045194,1,148.58
IN10114153,3,148.58
IN10139060,1,148.58
IN10034430,1,148.6
IN10088508,2,148.6
IN10128279,1,148.62
IN10046991,1,148.63
IN10053964,1,148.63
IN10168612,3,148.63
IN10110712,1,148.65
IN10134179,6,148.65
IN10109351,1,148.67
IN10188190,1,148.67
IN10123292,4,148.68
IN10166958,1,148.68
IN10068132,1,148.7
IN10260066,1,148.72
IN10057679,1,148.75
IN10150304,3,148.75
IN10137052,3,148.76
IN10248450,3,148.78
IN10195000,1,148.79
IN10031267,2,148.82
